#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
1,Tarik Skubal,DET,14,9,0,32,32,202,10.92,1.96,0.92,0.289,77.20%,,2.81,2.79,5.9
2,Paul Skenes,PIT,13,10,0,32,32,196,11,2.39,0.81,0.298,75.90%,,2.92,2.77,5.8
3,Garrett Crochet,BOS,14,9,0,32,32,195,11.14,2.32,0.91,0.3,75.90%,,3.01,2.84,5.7
4,Cristopher Sánchez,PHI,14,10,0,32,32,201,8.74,2.27,0.8,0.303,74.80%,,3.16,3.21,4.8
5,Jacob deGrom,TEX,12,10,0,31,31,185,10.42,2.05,1.2,0.288,74.70%,,3.48,3.33,4.3
6,Cole Ragans,KCR,12,8,0,29,29,172,11.02,3.25,0.93,0.292,76.10%,,3.23,3.22,4.2
7,Chris Sale,ATL,12,7,0,28,28,169,10.97,2.36,0.97,0.297,75.00%,,3.19,3.03,4.2
8,Logan Webb,SFG,13,11,0,32,32,202,8.45,2.12,0.76,0.308,73.20%,,3.32,3.15,4.1
9,Sonny Gray,BOS,12,10,0,31,31,181,9.42,2.37,1.05,0.304,73.00%,,3.68,3.45,3.9
10,Dylan Cease,TOR,12,10,0,32,32,187,10.52,3.29,1.09,0.289,74.90%,,3.6,3.57,3.8
11,Framber Valdez,,12,10,0,31,31,190,8.44,2.96,0.76,0.31,73.30%,,3.47,3.47,3.7
12,Max Fried,NYY,13,9,0,31,31,189,8.5,2.59,0.9,0.299,75.00%,,3.34,3.52,3.6
13,Yoshinobu Yamamoto,LAD,11,8,0,28,28,161,9.46,2.74,0.97,0.299,74.50%,,3.43,3.45,3.6
14,Hunter Brown,HOU,12,10,0,31,31,184,9.77,2.98,1.02,0.3,73.60%,,3.63,3.55,3.6
15,Hunter Greene,CIN,11,11,0,31,31,184,10.78,3.01,1.38,0.286,74.10%,,3.94,3.9,3.6
16,Jesús Luzardo,PHI,12,10,0,31,31,181,9.89,2.83,1.16,0.29,75.40%,,3.57,3.65,3.5
17,Joe Ryan,MIN,11,10,0,31,31,182,9.84,2.18,1.31,0.289,73.30%,,3.83,3.71,3.4
18,Nathan Eovaldi,TEX,11,9,0,29,29,175,8.84,2.29,1.05,0.298,73.40%,,3.6,3.57,3.4
19,Bryan Woo,SEA,12,11,0,32,32,198,9.04,2.03,1.21,0.284,74.10%,,3.59,3.66,3.3
20,Blake Snell,LAD,11,8,0,28,28,164,11.01,3.94,1.04,0.291,75.80%,,3.52,3.58,3.3
21,Ranger Suárez,,11,9,0,29,29,169,8.23,2.55,0.95,0.299,73.90%,,3.55,3.62,3.3
22,Pablo López,MIN,11,10,0,31,31,182,8.96,2.32,1.14,0.3,72.70%,,3.81,3.69,3.2
23,Logan Gilbert,SEA,11,9,0,29,29,166,9.84,2.09,1.13,0.286,74.80%,,3.39,3.39,3.2
24,George Kirby,SEA,12,10,0,31,31,178,8.79,1.7,1.12,0.289,73.50%,,3.5,3.48,3.2
25,Kyle Bradish,BAL,10,8,0,28,28,158,9.49,2.81,1.08,0.301,73.80%,,3.7,3.65,3.1
26,Tyler Glasnow,LAD,10,8,0,26,26,148,10.47,3.3,1.06,0.295,74.30%,,3.59,3.52,3.1
27,Michael King,SDP,11,10,0,31,31,176,9.33,3.11,1.18,0.288,74.30%,,3.79,3.92,3.1
28,Zack Wheeler,PHI,9,6,0,21,21,126,10.38,2.25,1.04,0.289,75.60%,,3.2,3.21,3
29,José Soriano,LAA,11,11,0,31,31,177,8.36,3.83,0.76,0.31,73.60%,,3.66,3.79,3
30,Spencer Schwellenbach,ATL,11,8,0,28,28,167,8.78,2.07,1.09,0.301,73.20%,,3.65,3.55,3
31,Brandon Woodruff,MIL,10,9,0,28,28,160,9.48,2.45,1.31,0.286,73.70%,,3.84,3.86,3
32,Aaron Nola,PHI,11,10,0,31,31,181,8.76,2.3,1.32,0.294,73.20%,,3.99,3.96,3
33,Freddy Peralta,MIL,11,10,0,31,31,178,10.12,3.32,1.26,0.285,74.00%,,3.91,3.95,2.9
34,MacKenzie Gore,WSN,11,11,0,31,31,176,9.89,3.41,1.13,0.29,74.40%,,3.76,3.83,2.9
35,Nick Pivetta,SDP,12,11,0,32,32,193,9.89,2.77,1.39,0.286,74.30%,,3.96,3.95,2.9
36,Shane McClanahan,TBR,9,8,0,24,24,142,9.72,2.63,1.13,0.299,75.00%,,3.56,3.57,2.9
37,Drew Rasmussen,TBR,10,11,0,31,31,171,8.23,2.36,1.13,0.303,72.40%,,3.92,3.83,2.8
38,Kevin Gausman,TOR,11,11,0,31,31,185,8.76,2.65,1.25,0.293,72.70%,,4.05,3.95,2.8
39,Spencer Strider,ATL,11,9,0,28,28,161,10.47,3.23,1.18,0.295,73.90%,,3.83,3.73,2.7
40,Chase Burns,CIN,8,8,0,33,23,134,10.23,2.83,1.22,0.295,74.50%,,3.73,3.67,2.6
41,Eury Pérez,MIA,9,10,0,28,28,154,10.04,3.13,1.29,0.285,73.30%,,3.99,3.91,2.6
42,Jack Flaherty,DET,10,10,0,29,29,166,9.72,3.16,1.19,0.294,73.70%,,3.91,3.87,2.6
43,Shohei Ohtani,LAD,9,6,0,23,23,117,10.48,2.79,1.13,0.29,75.40%,,3.44,3.48,2.6
44,Yusei Kikuchi,LAA,10,11,0,31,31,178,9.2,3.18,1.34,0.295,73.80%,,4.1,4.17,2.5
45,Sandy Alcantara,MIA,10,12,0,31,31,187,7.65,2.7,1.07,0.304,70.90%,,4.15,4.01,2.5
46,Merrill Kelly,ARI,11,11,0,31,31,185,8.23,2.75,1.16,0.303,72.00%,,4.15,3.99,2.5
47,Shane Bieber,TOR,10,9,0,26,26,153,8.21,2.14,1.15,0.301,72.70%,,3.86,3.77,2.5
48,Kris Bubic,KCR,10,9,0,40,24,155,8.56,3.11,1.01,0.3,73.40%,,3.8,3.83,2.4
49,Nick Lodolo,CIN,9,10,0,28,28,154,9.19,2.5,1.3,0.3,72.30%,,4.07,4.04,2.4
50,Zac Gallen,,11,12,0,32,32,194,8.55,2.91,1.24,0.3,72.20%,,4.22,4.1,2.4
51,Luis Castillo,SEA,11,11,0,31,31,181,8.52,2.53,1.24,0.286,73.60%,,3.86,3.98,2.4
52,Trevor Rogers,BAL,11,11,0,31,31,184,7.66,3.04,1.16,0.3,72.30%,,4.18,4.22,2.4
53,Matthew Boyd,CHC,11,11,0,31,31,183,8.09,2.71,1.26,0.285,73.80%,,3.93,4.18,2.4
54,David Peterson,NYM,12,10,0,31,31,182,7.94,3.47,0.92,0.299,74.50%,,3.67,3.98,2.3
55,Tanner Bibee,CLE,10,11,0,31,31,182,8.46,2.75,1.26,0.292,72.80%,,4.08,4.13,2.3
56,Joe Musgrove,SDP,10,9,0,28,28,159,8.51,2.3,1.22,0.293,72.90%,,3.9,3.96,2.3
57,Mitch Keller,PIT,10,12,0,31,31,180,7.79,2.74,1.15,0.302,70.10%,,4.35,4.15,2.3
58,Brady Singer,CIN,10,11,0,31,31,176,8.4,2.87,1.36,0.302,71.80%,,4.4,4.35,2.3
59,Mason Miller,SDP,4,2,32,66,0,66,14.24,3.45,0.75,0.282,80.50%,,2.38,2.31,2.3
60,Casey Mize,DET,10,10,0,29,29,162,7.94,2.49,1.21,0.295,72.10%,,4.09,4.04,2.3
61,Grayson Rodriguez,LAA,8,8,0,23,23,129,9.47,3.04,1.17,0.295,74.10%,,3.81,3.84,2.3
62,Cody Ponce,TOR,9,9,0,38,24,153,8.66,2.59,1.16,0.302,72.30%,,4.01,3.87,2.3
63,Carlos Rodón,NYY,10,9,0,28,28,162,9.71,3.27,1.29,0.287,73.60%,,4.03,4.06,2.2
64,Nolan McLean,NYM,10,9,0,28,28,163,8.51,3.49,0.94,0.295,73.50%,,3.74,3.93,2.2
65,Michael Wacha,KCR,10,11,0,29,29,170,7.15,2.64,1.27,0.294,71.00%,,4.39,4.36,2.2
66,Cade Cavalli,WSN,9,10,0,26,26,152,7.55,3.09,1,0.299,72.10%,,3.98,4.09,2.2
67,Shota Imanaga,CHC,10,10,0,29,29,171,8.17,1.96,1.55,0.284,74.20%,,4.12,4.3,2.2
68,Clay Holmes,NYM,11,10,0,31,31,176,7.5,3.62,0.84,0.303,72.40%,,3.91,4.07,2.1
69,Reese Olson,DET,8,9,0,32,24,141,8.37,2.99,1.03,0.299,72.30%,,3.94,3.88,2.1
70,Chris Bassitt,,10,10,0,29,29,164,8.14,3.11,1.13,0.297,71.80%,,4.15,4.18,2.1
71,Trey Yesavage,TOR,9,8,0,34,24,147,9.91,3.66,1.11,0.291,74.10%,,3.81,3.86,2.1
72,Ryan Pepiot,TBR,10,11,0,31,31,175,9.23,3.23,1.41,0.291,73.40%,,4.26,4.33,2.1
73,Zach Eflin,,10,10,0,29,29,164,7.03,1.76,1.32,0.297,71.70%,,4.16,4.16,2
74,Andrew Abbott,CIN,9,11,0,29,29,168,8.31,2.9,1.59,0.289,72.60%,,4.58,4.63,2
75,Edward Cabrera,MIA,8,9,0,26,26,142,9.46,3.64,1.05,0.3,72.00%,,4.03,3.91,2
76,Foster Griffin,WSN,8,9,0,37,23,143,7.74,2.62,1.08,0.3,72.60%,,3.92,3.98,2
77,Gavin Williams,CLE,10,11,0,31,31,177,9.16,3.88,1.15,0.295,73.50%,,4.07,4.16,2
78,Brayan Bello,BOS,9,11,0,29,29,168,7.5,3.16,1.06,0.311,70.40%,,4.39,4.21,2
79,Shane Baz,BAL,10,10,0,29,29,168,8.83,3.28,1.28,0.298,72.30%,,4.27,4.25,2
80,Seth Lugo,KCR,9,10,0,28,28,161,7.72,2.94,1.22,0.301,71.30%,,4.38,4.29,1.9
81,Reid Detmers,LAA,8,9,0,34,24,149,9.5,3.45,1.23,0.293,73.50%,,4.04,4.09,1.9
82,Gerrit Cole,NYY,8,7,0,23,23,131,9.16,2.64,1.35,0.287,73.50%,,4,4.04,1.9
83,Brandon Pfaadt,ARI,10,11,0,31,31,176,7.8,2.15,1.28,0.305,70.60%,,4.33,4.09,1.9
84,Luis Severino,ATH,10,11,0,31,31,182,7.34,2.89,1.32,0.297,70.90%,,4.51,4.55,1.9
85,Quinn Priester,MIL,10,11,0,29,29,169,7.33,3.1,1.07,0.303,71.90%,,4.14,4.2,1.9
86,Jhoan Duran,PHI,4,3,29,70,0,70,10.78,2.95,0.67,0.302,76.50%,,2.78,2.82,1.9
87,Jeffrey Springs,ATH,10,11,0,31,31,175,7.7,2.87,1.51,0.291,71.70%,,4.63,4.65,1.9
88,Bubba Chandler,PIT,9,11,0,38,26,162,8.22,3.52,1.15,0.296,71.60%,,4.3,4.29,1.9
89,Cam Schlittler,NYY,9,9,0,26,26,148,8.57,3.45,1.18,0.29,72.90%,,4.07,4.22,1.8
90,Braxton Garrett,MIA,7,7,0,40,18,122,8.03,2.21,1.02,0.302,72.30%,,3.76,3.73,1.8
91,Emmet Sheehan,LAD,8,6,0,40,18,120,10.21,3.12,1.32,0.285,74.60%,,3.88,3.94,1.8
92,Sean Manaea,NYM,10,9,0,28,28,149,8.99,3.06,1.28,0.287,73.50%,,4.02,4.16,1.8
93,Tatsuya Imai,,8,9,0,26,26,148,8.41,3.62,1.11,0.304,71.70%,,4.29,4.22,1.8
94,Shane Smith,CHW,9,11,0,29,29,168,8.2,3.47,1.27,0.294,71.80%,,4.38,4.47,1.8
95,Zack Littell,,10,12,0,31,31,177,6.83,1.91,1.49,0.295,70.70%,,4.54,4.53,1.7
96,Jack Leiter,TEX,9,11,0,29,29,162,8.68,3.81,1.32,0.288,72.00%,,4.46,4.52,1.7
97,Noah Cameron,KCR,9,9,0,26,26,148,7.39,3.01,1.16,0.298,72.20%,,4.2,4.28,1.7
98,Edwin Díaz,LAD,4,3,36,66,0,66,12.36,3.27,0.89,0.288,76.30%,,3.02,2.91,1.7
99,Kyle Freeland,COL,9,14,0,32,32,186,6.7,2.38,1.51,0.316,68.90%,,5.14,4.73,1.7
100,Zebby Matthews,MIN,8,8,0,43,19,129,8.47,2.23,1.26,0.296,72.40%,,4.02,3.91,1.7
101,Bailey Ober,MIN,8,9,0,35,23,141,8.24,2.11,1.54,0.288,72.40%,,4.35,4.35,1.7
102,Steven Matz,TBR,8,9,0,35,23,138,7.41,2.56,1.29,0.299,71.90%,,4.28,4.32,1.7
103,Jameson Taillon,CHC,9,11,0,29,29,171,7.02,2.19,1.48,0.292,71.00%,,4.54,4.53,1.7
104,Roki Sasaki,LAD,8,8,0,41,21,135,8.5,3.33,1.16,0.3,72.00%,,4.21,4.19,1.7
105,Anthony Kay,CHW,8,9,0,24,24,139,6.98,3.42,1.09,0.303,72.40%,,4.24,4.42,1.6
106,Patrick Sandoval,BOS,7,7,0,35,19,123,8.36,3.51,0.99,0.303,73.10%,,3.94,3.98,1.6
107,Braxton Ashcraft,PIT,8,9,0,41,23,141,7.62,2.95,1.03,0.302,71.50%,,4.09,4.04,1.6
108,Reynaldo López,ATL,8,8,0,37,21,134,9.19,3.1,1.14,0.299,72.50%,,4.02,3.88,1.6
109,Eduardo Rodriguez,ARI,9,9,0,26,26,143,7.91,3.17,1.23,0.3,72.00%,,4.35,4.29,1.6
110,Ryan Weathers,MIA,8,9,0,24,24,133,8.48,3.2,1.14,0.297,73.60%,,3.96,4.09,1.6
111,Cade Smith,CLE,4,3,30,70,0,70,11.31,2.84,0.87,0.291,76.70%,,2.97,2.96,1.6
112,Mike Burrows,HOU,8,9,0,32,24,138,8.72,3.1,1.31,0.293,72.40%,,4.24,4.24,1.6
113,Kumar Rocker,TEX,8,8,0,24,24,131,7.73,2.88,1.18,0.3,71.20%,,4.25,4.2,1.6
114,Jacob Lopez,ATH,8,8,0,24,24,136,8.98,3.66,1.35,0.288,72.70%,,4.36,4.47,1.6
115,Robbie Ray,SFG,10,11,0,31,31,180,9.37,3.44,1.29,0.29,73.00%,,4.2,4.18,1.6
116,Jacob Misiorowski,MIL,9,9,0,40,24,147,9.92,4.24,1.16,0.288,73.70%,,4.04,4.2,1.6
117,Justin Verlander,,8,9,0,26,26,143,7.61,2.8,1.38,0.286,71.50%,,4.44,4.5,1.6
118,Ryne Nelson,ARI,10,10,0,29,29,166,7.41,2.6,1.25,0.302,71.10%,,4.39,4.26,1.5
119,Grant Taylor,CHW,5,4,11,73,3,88,10.32,3.51,0.93,0.294,75.40%,,3.38,3.45,1.5
120,Dustin May,STL,9,10,0,40,24,155,8.33,3.33,1.13,0.297,71.80%,,4.19,4.19,1.5
121,Aroldis Chapman,BOS,3,3,31,62,0,62,12.56,4.07,0.84,0.294,77.90%,,3,3.02,1.5
122,Jared Jones,PIT,5,6,0,16,16,92,9.43,3.04,1.13,0.294,73.30%,,3.86,3.82,1.5
123,Lance McCullers Jr.,HOU,8,9,0,34,24,142,8.36,4.04,1.16,0.3,71.90%,,4.41,4.44,1.5
124,Jon Gray,,7,8,0,23,23,126,7.69,2.97,1.33,0.295,71.40%,,4.46,4.45,1.5
125,Tyler Mahle,,8,9,0,26,26,144,7.66,2.91,1.3,0.293,72.00%,,4.33,4.37,1.5
126,Will Warren,NYY,9,9,0,45,23,143,8.72,3.15,1.24,0.294,73.30%,,4.09,4.16,1.5
127,Michael McGreevy,STL,9,9,0,34,24,149,6.12,2.2,1.06,0.301,71.50%,,4.05,4.13,1.5
128,Taj Bradley,MIN,7,8,0,44,18,124,8.95,3.11,1.24,0.297,72.70%,,4.14,4.07,1.4
129,Michael Soroka,ARI,9,9,6,49,23,149,8.84,3.27,1.12,0.303,71.10%,,4.23,4.07,1.4
130,Max Scherzer,,8,9,0,24,24,133,8.66,2.58,1.55,0.285,72.30%,,4.42,4.43,1.4
131,Griffin Jax,TBR,4,3,12,67,0,67,11.04,2.72,0.94,0.299,76.30%,,3.13,3.06,1.4
132,Andre Pallante,STL,8,10,0,26,26,148,6.28,3.49,0.85,0.31,71.10%,,4.2,4.23,1.4
133,Kodai Senga,NYM,8,7,0,35,19,123,9.07,3.82,1.07,0.293,73.70%,,3.92,4.05,1.4
134,Josh Hader,HOU,4,3,32,66,0,66,12.3,3.46,1.15,0.278,77.40%,,3.29,3.33,1.4
135,Joey Cantillo,CLE,9,9,0,54,21,149,9.15,3.91,1.11,0.292,74.20%,,3.93,4.1,1.4
136,Bryce Miller,SEA,8,9,0,26,26,143,8.01,2.71,1.36,0.285,72.80%,,4.19,4.32,1.4
137,Parker Messick,CLE,7,8,0,23,23,129,7.97,3.1,1.14,0.296,72.70%,,4.06,4.18,1.4
138,Bryan Abreu,HOU,4,3,3,68,0,68,11.68,3.67,0.93,0.29,76.10%,,3.24,3.25,1.3
139,Nick Martinez,,9,10,0,28,28,155,6.7,2.56,1.33,0.297,70.50%,,4.57,4.54,1.3
140,Hurston Waldrep,ATL,9,9,0,26,26,146,7.94,4,1.01,0.307,71.60%,,4.31,4.28,1.3
141,Cade Horton,CHC,8,9,0,26,26,143,7.88,3.05,1.3,0.292,71.90%,,4.33,4.4,1.3
142,Abner Uribe,MIL,4,3,24,72,0,72,10.85,4.1,0.76,0.296,76.40%,,3.15,3.32,1.3
143,Matthew Liberatore,STL,9,10,0,28,28,157,7.42,2.99,1.21,0.296,71.60%,,4.33,4.35,1.3
144,Justin Steele,CHC,5,5,0,15,15,83,8.54,2.54,1.06,0.296,73.90%,,3.63,3.72,1.3
145,Dean Kremer,BAL,9,10,0,28,28,155,7.59,2.79,1.45,0.296,71.70%,,4.57,4.57,1.3
146,Davis Martin,CHW,8,11,0,28,28,159,6.98,3.17,1.35,0.297,71.10%,,4.64,4.72,1.3
147,Aaron Civale,,8,10,0,26,26,140,7.76,2.77,1.46,0.293,71.40%,,4.59,4.58,1.3
148,Brad Lord,WSN,8,10,0,44,24,155,6.94,3.21,1.15,0.297,71.70%,,4.29,4.45,1.3
149,Chad Patrick,MIL,8,9,0,26,26,141,8.15,2.93,1.5,0.283,72.30%,,4.45,4.59,1.3
150,Jeremiah Estrada,SDP,4,3,1,70,0,70,11.87,3.67,1.02,0.282,77.40%,,3.21,3.29,1.2
151,Lucas Giolito,,9,11,0,29,29,165,8.01,3.46,1.45,0.292,71.50%,,4.69,4.69,1.2
152,J.T. Ginn,ATH,6,6,0,31,15,95,8.05,3.07,1.07,0.302,72.00%,,4.05,4.06,1.2
153,Troy Melton,DET,7,8,0,46,18,129,7.73,2.84,1.26,0.291,72.20%,,4.22,4.27,1.2
154,Simeon Woods Richardson,MIN,7,9,0,39,21,129,8.15,3.37,1.35,0.294,71.60%,,4.54,4.5,1.2
155,Hunter Barco,PIT,6,7,0,38,16,114,7.89,3.73,1.06,0.297,72.40%,,4.18,4.32,1.2
156,David Bednar,NYY,4,3,33,65,0,65,10.9,3.07,1.04,0.284,76.10%,,3.3,3.35,1.2
157,Miles Mikolas,,8,10,0,28,28,150,6.27,1.99,1.47,0.298,70.20%,,4.67,4.63,1.2
158,Slade Cecconi,CLE,8,11,0,28,28,157,7.52,2.39,1.46,0.295,71.50%,,4.5,4.49,1.2
159,Martín Pérez,,7,9,0,24,24,134,6.93,3.39,1.22,0.299,71.50%,,4.53,4.6,1.2
160,Tomoyuki Sugano,,8,10,0,26,26,143,5.93,2.06,1.4,0.302,69.70%,,4.71,4.64,1.2
161,Andrés Muñoz,SEA,4,3,28,64,0,64,11.38,3.62,0.76,0.29,77.10%,,2.91,3.05,1.2
162,Jose Quintana,,8,10,0,26,26,145,6.61,3.37,1.2,0.3,71.00%,,4.61,4.65,1.1
163,Garrett Whitlock,BOS,4,3,3,70,0,70,9.95,2.64,0.97,0.302,74.20%,,3.46,3.32,1.1
164,Patrick Corbin,,8,10,0,26,26,142,7.11,2.89,1.35,0.299,71.30%,,4.55,4.56,1.1
165,Jeff Hoffman,TOR,3,3,26,63,0,63,10.88,3.22,1.07,0.288,75.50%,,3.46,3.49,1.1
166,Landen Roupp,SFG,8,9,0,24,24,131,8.23,3.56,1.04,0.3,72.10%,,4.14,4.1,1.1
167,José Alvarado,PHI,3,3,3,64,0,64,10.46,3.66,0.89,0.296,76.30%,,3.27,3.42,1.1
168,Drew Anderson,DET,5,6,0,38,13,99,9.22,3.55,1.07,0.299,72.40%,,4.06,3.96,1.1
169,Logan Henderson,MIL,6,6,0,37,13,97,9.02,2.69,1.4,0.282,73.40%,,4.08,4.16,1.1
170,Devin Williams,NYM,4,3,32,64,0,64,11.42,3.92,0.84,0.287,76.40%,,3.14,3.24,1.1
171,Ryan Weiss,HOU,7,8,0,37,19,129,8.1,3.54,1.21,0.304,71.00%,,4.49,4.42,1.1
172,Adrian Houser,SFG,8,10,0,26,26,150,6.54,2.98,1.02,0.304,70.50%,,4.34,4.29,1.1
173,Trevor Megill,MIL,3,3,7,66,0,66,11.15,3.25,1.03,0.289,75.30%,,3.41,3.33,1.1
174,Max Meyer,MIA,5,6,0,37,13,96,8.53,2.85,1.1,0.301,72.60%,,3.93,3.88,1.1
175,Will Vest,DET,4,3,5,68,0,68,9.18,2.81,0.8,0.3,74.70%,,3.27,3.3,1.1
176,Kutter Crawford,BOS,7,7,0,46,16,120,8.64,2.57,1.44,0.293,71.70%,,4.39,4.28,1.1
177,Chris Paddack,,7,8,0,23,23,124,6.88,2.33,1.5,0.294,70.90%,,4.65,4.65,1.1
178,Connelly Early,BOS,4,4,0,22,10,67,8.89,3.33,0.95,0.301,73.50%,,3.71,3.79,1.1
179,José Berríos,TOR,7,7,0,46,16,122,7.88,2.63,1.35,0.296,72.00%,,4.34,4.35,1
180,Luis Gil,NYY,8,8,0,49,19,137,9.15,4.17,1.38,0.283,73.50%,,4.39,4.61,1
181,Alex Cobb,,4,4,0,11,11,64,7.51,2.88,0.93,0.308,72.00%,,3.93,3.87,1
182,Kyle Wright,,5,6,0,16,16,91,7.33,3.12,1.11,0.303,71.10%,,4.3,4.3,1
183,Joe Boyle,TBR,6,7,0,28,18,105,9.61,4.78,1.1,0.297,73.00%,,4.24,4.34,1
184,Tanner Scott,LAD,3,3,4,63,0,63,10.46,3.73,1.01,0.292,76.20%,,3.43,3.64,1
185,Ryan Helsley,BAL,3,3,25,64,0,64,10.65,3.46,1.02,0.294,75.70%,,3.47,3.49,1
186,Robert Suarez,ATL,4,3,8,67,0,67,9.83,2.85,1.02,0.299,74.70%,,3.51,3.48,1
187,Marcus Stroman,,8,10,0,26,26,140,6.37,3.43,1.13,0.305,70.20%,,4.66,4.62,1
188,Griffin Canning,,8,9,0,24,24,132,7.66,3.3,1.31,0.298,72.10%,,4.46,4.53,1
189,Luis Morales,ATH,7,8,0,21,21,118,7.62,3.7,1.38,0.293,71.20%,,4.7,4.78,1
190,Austin Gomber,,7,9,0,24,24,133,6.44,2.45,1.54,0.293,70.80%,,4.78,4.82,1
191,Jacob Latz,TEX,7,8,0,41,19,130,8.32,4.47,1.25,0.288,73.10%,,4.44,4.69,1
192,Logan Allen,CLE,7,8,0,31,21,125,7.29,3.49,1.27,0.296,72.60%,,4.44,4.63,1
193,Adrian Morejon,SDP,4,3,3,68,0,68,9.26,3,0.92,0.294,75.30%,,3.35,3.49,0.9
194,Sean Burke,CHW,8,11,0,28,28,151,8.06,4.03,1.5,0.289,71.80%,,4.83,4.97,0.9
195,Cody Bradford,TEX,6,7,0,30,16,105,7.71,2.32,1.48,0.288,72.20%,,4.37,4.43,0.9
196,Ryan Feltner,COL,5,9,0,27,19,115,7.39,3.5,1.38,0.315,68.70%,,5.18,4.78,0.9
197,Tyler Wells,BAL,7,9,0,37,21,135,7.77,2.42,1.68,0.289,71.80%,,4.71,4.75,0.9
198,Germán Márquez,,8,10,0,26,26,139,6.78,2.97,1.42,0.299,70.30%,,4.81,4.78,0.9
199,Matt Brash,SEA,3,3,3,63,0,63,10.75,3.52,0.8,0.291,76.70%,,3.04,3.2,0.9
200,Jordan Montgomery,,5,6,0,16,16,91,6.8,2.75,1.21,0.298,71.40%,,4.35,4.39,0.9
201,Tanner Gordon,COL,7,11,0,26,26,148,6.16,2.22,1.77,0.308,68.10%,,5.47,5.17,0.9
202,Cristian Javier,HOU,8,11,0,28,28,157,8.24,3.67,1.64,0.283,71.10%,,4.96,5.01,0.9
203,Matt Strahm,KCR,3,3,1,66,0,66,9.83,2.82,1.13,0.287,74.40%,,3.66,3.66,0.9
204,Colin Rea,CHC,7,9,0,39,21,134,7.13,2.7,1.41,0.294,71.00%,,4.58,4.61,0.9
205,Andrew Heaney,,7,8,0,23,23,121,7.61,2.91,1.47,0.292,71.10%,,4.65,4.71,0.9
206,Chris Martin,TEX,3,2,4,54,0,54,9.14,2.05,1.01,0.297,74.30%,,3.39,3.35,0.9
207,Fernando Cruz,NYY,3,3,1,61,0,61,11.86,3.97,1.03,0.284,76.70%,,3.35,3.42,0.8
208,Garrett Cleavinger,TBR,3,3,8,66,0,66,11.12,3.46,1.05,0.294,76.00%,,3.43,3.5,0.8
209,Lucas Erceg,KCR,3,3,2,62,0,62,9.09,3.31,0.84,0.302,73.70%,,3.57,3.59,0.8
210,Luis Medina,ATH,6,7,0,40,16,114,8.06,3.82,1.26,0.297,71.60%,,4.54,4.59,0.8
211,Ian Seymour,TBR,6,7,0,34,16,109,8.19,2.77,1.45,0.29,72.70%,,4.35,4.49,0.8
212,Andrew Painter,PHI,7,9,0,37,21,136,7.01,3.28,1.39,0.293,71.20%,,4.68,4.78,0.8
213,Robert Garcia,TEX,3,3,20,64,0,64,9.83,3.26,1.03,0.293,75.70%,,3.48,3.63,0.8
214,Andrew Alvarez,WSN,5,6,0,47,11,99,6.56,3.47,0.98,0.298,72.30%,,4.1,4.39,0.8
215,Robby Snelling,MIA,4,4,0,11,11,65,7.46,3.2,1.06,0.297,72.80%,,4.02,4.18,0.8
216,Hunter Harvey,,3,2,0,50,0,50,10.01,2.74,0.95,0.295,74.20%,,3.41,3.33,0.8
217,Grant Holmes,ATL,5,5,0,35,11,87,9.02,3.34,1.13,0.304,72.60%,,4.1,4,0.8
218,Camilo Doval,NYY,3,3,2,64,0,64,10.3,4.21,0.85,0.295,75.10%,,3.46,3.62,0.8
219,Cade Povich,BAL,5,5,0,21,13,79,8.41,3.29,1.29,0.295,73.40%,,4.22,4.33,0.8
220,Charlie Morton,,5,6,0,16,16,86,8.77,3.95,1.19,0.299,72.10%,,4.37,4.43,0.8
221,Ryan Walker,SFG,3,3,30,63,0,63,9.71,2.8,0.85,0.299,74.50%,,3.3,3.31,0.8
222,Kyle Leahy,STL,7,8,0,50,18,132,7.05,3.34,1.14,0.298,71.80%,,4.34,4.44,0.8
223,Raisel Iglesias,ATL,4,3,26,66,0,66,9.71,2.62,1.15,0.296,74.20%,,3.71,3.62,0.8
224,JP Sears,SDP,7,9,0,31,23,132,7.68,2.56,1.64,0.283,71.80%,,4.64,4.81,0.7
225,Daniel Palencia,CHC,3,3,32,67,0,67,10.06,3.69,1.02,0.29,74.90%,,3.62,3.74,0.7
226,Pete Fairbanks,,3,3,0,60,0,60,9.57,3.19,0.98,0.292,74.30%,,3.56,3.6,0.7
227,Louis Varland,TOR,4,3,2,67,0,67,9.19,2.39,1.03,0.298,74.70%,,3.44,3.48,0.7
228,Jonah Tong,NYM,3,3,0,8,8,44,9.77,3.89,1,0.29,74.60%,,3.67,3.81,0.7
229,Payton Tolle,BOS,4,4,0,32,8,69,9.11,3.11,1.22,0.294,73.60%,,3.99,4.02,0.7
230,Tyler Anderson,,8,10,0,26,26,144,6.85,3.55,1.46,0.287,71.00%,,4.88,5.02,0.7
231,Chase Dollander,COL,6,10,0,24,24,133,7.53,4.03,1.48,0.31,68.50%,,5.42,5.12,0.7
232,Rhett Lowder,CIN,4,6,0,33,11,86,7.3,2.98,1.31,0.301,71.10%,,4.52,4.53,0.7
233,Jose A. Ferrer,SEA,4,3,3,70,0,70,8.7,2.72,0.76,0.296,75.50%,,3.1,3.36,0.7
